feedback_text,feedback_timestamp,menu_item,meal_time
Portion size was perfect and taste was nice.,2024-01-19T00:00:00,Sambar Rice,Dinner
The food tasted great today.,2024-01-14T00:00:00,Idli,Dinner
"Fresh and tasty, good job by the kitchen.",2025-12-09T00:00:00,Veg Curry,Dinner
"It was fine, could be better.",2025-09-25T00:00:00,Ice Cream,Dinner
"It was fine, could be better.",2024-03-30T00:00:00,Gulab Jamun,Dinner
The food tasted great today.,2024-07-14T00:00:00,Curd Rice,Lunch
"Taste was average, nothing special.",2024-01-28T00:00:00,Sambar Rice,Breakfast
"Taste was average, nothing special.",2025-10-27T00:00:00,Chicken Biryani,Dinner
The meal was light and refreshing.,2025-10-03T00:00:00,Veg Biryani,Dinner
The food tasted great today.,2024-11-04T00:00:00,Mutton Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2025-03-08T00:00:00,Bonda,Lunch
"Taste was average, nothing special.",2024-06-05T00:00:00,Idli,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-01-21T00:00:00,Bonda,Dinner
"Taste was average, nothing special.",2024-10-28T00:00:00,Bonda,Lunch
Good quality and well cooked.,2024-01-09T00:00:00,Ice Cream,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-05-22T00:00:00,Sambar Rice,Dinner
The food tasted great today.,2025-05-14T00:00:00,Mutton Curry,Snacks
Portion size was perfect and taste was nice.,2025-08-28T00:00:00,Ice Cream,Dinner
The meal was okay.,2025-06-24T00:00:00,Vada,Lunch
Portion size was perfect and taste was nice.,2024-11-19T00:00:00,Idli,Dinner
Good quality and well cooked.,2025-10-25T00:00:00,Mutton Curry,Breakfast
The food tasted great today.,2025-05-21T00:00:00,Uggani,Dinner
"Neither good nor bad, just normal.",2024-01-22T00:00:00,Gulab Jamun,Dinner
"Amazing flavors, I loved the taste.",2024-07-15T00:00:00,Veg Curry,Snacks
The vegetables were overcooked and mushy.,2024-08-25T00:00:00,Vada,Snacks
Portion size was perfect and taste was nice.,2025-12-02T00:00:00,Fish Curry,Lunch
"Really enjoyed the meal, it was delicious.",2024-10-27T00:00:00,Samosa,Dinner
The meal was light and refreshing.,2025-11-20T00:00:00,Ice Cream,Dinner
The side dish mentioned in the menu was missing.,2024-06-14T00:00:00,Gulab Jamun,Dinner
The meal was okay.,2025-11-14T00:00:00,Chicken Biryani,Snacks
"Really enjoyed the meal, it was delicious.",2024-07-23T00:00:00,Vada,Lunch
The temperature of the food was not good.,2025-03-01T00:00:00,Veg Curry,Dinner
"Taste was average, nothing special.",2024-08-02T00:00:00,Vada,Snacks
The food tasted great today.,2025-01-02T00:00:00,Mutton Curry,Breakfast
"Amazing flavors, I loved the taste.",2024-06-11T00:00:00,Roti,Snacks
The meal was light and refreshing.,2024-03-06T00:00:00,Veg Curry,Breakfast
The food tasted great today.,2025-09-24T00:00:00,Samosa,Dinner
Portion size was perfect and taste was nice.,2024-08-17T00:00:00,Veg Biryani,Breakfast
Good quality and well cooked.,2024-12-29T00:00:00,Vada,Snacks
"Really enjoyed the meal, it was delicious.",2025-12-07T00:00:00,Dosa,Snacks
"Amazing flavors, I loved the taste.",2024-02-21T00:00:00,Fish Curry,Breakfast
The meal was okay.,2024-04-18T00:00:00,Bonda,Dinner
Portion size was perfect and taste was nice.,2024-04-17T00:00:00,Sambar Rice,Breakfast
The meal was light and refreshing.,2024-07-29T00:00:00,Veg Curry,Breakfast
"Amazing flavors, I loved the taste.",2024-10-26T00:00:00,Gulab Jamun,Lunch
"Amazing flavors, I loved the taste.",2024-04-11T00:00:00,Bonda,Dinner
Good quality and well cooked.,2024-05-21T00:00:00,Curd Rice,Snacks
"Fresh and tasty, good job by the kitchen.",2025-03-01T00:00:00,Sambar Rice,Lunch
The meal was light and refreshing.,2025-04-30T00:00:00,Idli,Lunch
Portion size was perfect and taste was nice.,2024-06-24T00:00:00,Samosa,Snacks
Good quality and well cooked.,2026-01-02T00:00:00,Pongal,Snacks
"Amazing flavors, I loved the taste.",2025-11-11T00:00:00,Uggani,Snacks
Decent meal overall.,2025-03-07T00:00:00,Veg Biryani,Lunch
The meal was light and refreshing.,2025-03-15T00:00:00,Veg Biryani,Lunch
"Fresh and tasty, good job by the kitchen.",2025-06-12T00:00:00,Uggani,Dinner
"Fresh and tasty, good job by the kitchen.",2024-05-29T00:00:00,Gulab Jamun,Breakfast
The food tasted great today.,2024-12-12T00:00:00,Idli,Breakfast
The meal was light and refreshing.,2024-06-17T00:00:00,Samosa,Dinner
"Fresh and tasty, good job by the kitchen.",2026-02-16T00:00:00,Uggani,Breakfast
Portion size was perfect and taste was nice.,2024-02-29T00:00:00,Dosa,Lunch
"Neither good nor bad, just normal.",2025-02-15T00:00:00,Fish Curry,Snacks
"Amazing flavors, I loved the taste.",2026-01-30T00:00:00,Mutton Curry,Snacks
The meal was okay.,2024-10-13T00:00:00,Samosa,Snacks
"Amazing flavors, I loved the taste.",2025-02-17T00:00:00,Fish Curry,Lunch
Portion size was perfect and taste was nice.,2025-10-01T00:00:00,Bonda,Lunch
"Neither good nor bad, just normal.",2024-07-21T00:00:00,Bonda,Snacks
The meal was cold and unpleasant.,2025-07-04T00:00:00,Paneer Curry,Breakfast
"Amazing flavors, I loved the taste.",2026-01-06T00:00:00,Samosa,Dinner
"Really enjoyed the meal, it was delicious.",2024-04-05T00:00:00,Curd Rice,Snacks
Decent meal overall.,2024-12-14T00:00:00,Fish Curry,Snacks
The meal was okay.,2025-07-06T00:00:00,Veg Curry,Breakfast
"It was fine, could be better.",2026-01-13T00:00:00,Roti,Lunch
"Amazing flavors, I loved the taste.",2024-03-02T00:00:00,Uggani,Breakfast
"Amazing flavors, I loved the taste.",2025-06-03T00:00:00,Gulab Jamun,Snacks
The food tasted great today.,2026-02-13T00:00:00,Gulab Jamun,Breakfast
"It was fine, could be better.",2025-08-09T00:00:00,Sambar Rice,Dinner
Good quality and well cooked.,2024-08-29T00:00:00,Idli,Dinner
Good quality and well cooked.,2024-11-02T00:00:00,Mutton Curry,Lunch
"Neither good nor bad, just normal.",2025-06-16T00:00:00,Paneer Curry,Lunch
"It was fine, could be better.",2025-06-12T00:00:00,Veg Biryani,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-04-10T00:00:00,Chicken Biryani,Snacks
"Neither good nor bad, just normal.",2024-03-24T00:00:00,Curd Rice,Dinner
"Neither good nor bad, just normal.",2024-05-13T00:00:00,Pongal,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-03-20T00:00:00,Vada,Lunch
Portion size was perfect and taste was nice.,2025-07-26T00:00:00,Gulab Jamun,Dinner
The meal was light and refreshing.,2024-09-27T00:00:00,Fish Curry,Dinner
"Neither good nor bad, just normal.",2025-12-06T00:00:00,Vada,Dinner
The meal was light and refreshing.,2024-06-15T00:00:00,Vada,Dinner
"Neither good nor bad, just normal.",2025-12-29T00:00:00,Curd Rice,Lunch
"Amazing flavors, I loved the taste.",2025-06-09T00:00:00,Bonda,Lunch
"Amazing flavors, I loved the taste.",2024-08-05T00:00:00,Fish Curry,Breakfast
The meal was cold and unpleasant.,2026-02-03T00:00:00,Bonda,Dinner
The meal was okay.,2025-09-08T00:00:00,Veg Curry,Snacks
The food tasted great today.,2025-01-13T00:00:00,Uggani,Breakfast
Portion size was perfect and taste was nice.,2024-06-05T00:00:00,Paneer Curry,Breakfast
"It was fine, could be better.",2025-01-18T00:00:00,Sambar Rice,Snacks
"Fresh and tasty, good job by the kitchen.",2024-01-29T00:00:00,Paneer Curry,Snacks
The meal was light and refreshing.,2025-08-26T00:00:00,Curd Rice,Lunch
Good quality and well cooked.,2024-10-17T00:00:00,Uggani,Breakfast
The meal was light and refreshing.,2026-01-27T00:00:00,Chicken Biryani,Lunch
The meal was okay.,2025-07-14T00:00:00,Vada,Breakfast
The meal was light and refreshing.,2024-02-15T00:00:00,Gulab Jamun,Breakfast
Portion size was perfect and taste was nice.,2024-11-13T00:00:00,Uggani,Dinner
The meal was light and refreshing.,2025-01-21T00:00:00,Bonda,Snacks
The meal was light and refreshing.,2024-05-21T00:00:00,Vada,Lunch
The meal was light and refreshing.,2025-04-05T00:00:00,Fish Curry,Dinner
"It was fine, could be better.",2024-04-01T00:00:00,Bonda,Lunch
"Really enjoyed the meal, it was delicious.",2025-02-08T00:00:00,Uggani,Dinner
"Amazing flavors, I loved the taste.",2025-03-29T00:00:00,Samosa,Breakfast
The meal was light and refreshing.,2024-06-18T00:00:00,Roti,Breakfast
Portion size was perfect and taste was nice.,2025-10-22T00:00:00,Idli,Snacks
"Really enjoyed the meal, it was delicious.",2025-09-25T00:00:00,Sambar Rice,Breakfast
The taste felt stale.,2025-06-18T00:00:00,Mutton Curry,Breakfast
Decent meal overall.,2024-01-20T00:00:00,Chicken Biryani,Dinner
The meal was okay.,2024-10-08T00:00:00,Sambar Rice,Lunch
The meal was light and refreshing.,2025-12-23T00:00:00,Chicken Biryani,Lunch
The meal was light and refreshing.,2025-06-30T00:00:00,Bonda,Breakfast
Decent meal overall.,2024-02-16T00:00:00,Samosa,Dinner
"It was fine, could be better.",2025-03-23T00:00:00,Vada,Breakfast
The meal was okay.,2025-06-24T00:00:00,Veg Curry,Dinner
Good quality and well cooked.,2024-04-03T00:00:00,Samosa,Dinner
Portion size was perfect and taste was nice.,2024-06-21T00:00:00,Sambar Rice,Breakfast
"Really enjoyed the meal, it was delicious.",2024-09-18T00:00:00,Paneer Curry,Lunch
Good quality and well cooked.,2025-02-21T00:00:00,Pongal,Lunch
Portion size was perfect and taste was nice.,2024-11-29T00:00:00,Veg Curry,Breakfast
The meal was okay.,2024-11-01T00:00:00,Veg Curry,Breakfast
"It was fine, could be better.",2024-05-25T00:00:00,Ice Cream,Breakfast
Good quality and well cooked.,2025-01-19T00:00:00,Uggani,Snacks
"Taste was average, nothing special.",2024-09-02T00:00:00,Sambar Rice,Breakfast
The roti was too hard.,2026-02-09T00:00:00,Veg Biryani,Dinner
The meal was okay.,2024-10-02T00:00:00,Fish Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2025-07-20T00:00:00,Dosa,Snacks
"Fresh and tasty, good job by the kitchen.",2024-01-30T00:00:00,Uggani,Breakfast
The meal was okay.,2024-10-02T00:00:00,Uggani,Lunch
The flavors were bland and needed more seasoning.,2026-02-20T00:00:00,Mutton Curry,Breakfast
The food was too oily.,2025-08-04T00:00:00,Mutton Curry,Lunch
The meal was okay.,2025-10-13T00:00:00,Uggani,Dinner
"Taste was average, nothing special.",2025-01-17T00:00:00,Fish Curry,Lunch
The meal was light and refreshing.,2024-09-08T00:00:00,Mutton Curry,Lunch
Decent meal overall.,2025-04-07T00:00:00,Mutton Curry,Dinner
The meal was light and refreshing.,2025-04-20T00:00:00,Dosa,Breakfast
The food tasted great today.,2024-03-02T00:00:00,Paneer Curry,Lunch
Portion size was perfect and taste was nice.,2024-09-13T00:00:00,Vada,Snacks
The meal was light and refreshing.,2025-10-09T00:00:00,Ice Cream,Snacks
The food tasted great today.,2024-06-14T00:00:00,Chicken Biryani,Snacks
Good quality and well cooked.,2024-04-01T00:00:00,Mutton Curry,Breakfast
"Taste was average, nothing special.",2026-01-12T00:00:00,Ice Cream,Breakfast
"Neither good nor bad, just normal.",2024-08-03T00:00:00,Mutton Curry,Snacks
"Amazing flavors, I loved the taste.",2024-12-16T00:00:00,Fish Curry,Snacks
Good quality and well cooked.,2024-09-08T00:00:00,Roti,Dinner
"Taste was average, nothing special.",2025-04-15T00:00:00,Samosa,Snacks
"Amazing flavors, I loved the taste.",2024-05-16T00:00:00,Samosa,Breakfast
The food tasted great today.,2024-01-10T00:00:00,Idli,Dinner
Portion size was perfect and taste was nice.,2025-12-14T00:00:00,Veg Curry,Dinner
Portion size was perfect and taste was nice.,2024-03-24T00:00:00,Vada,Dinner
The meal was light and refreshing.,2025-11-18T00:00:00,Pongal,Breakfast
"It was fine, could be better.",2025-01-20T00:00:00,Bonda,Breakfast
"Really enjoyed the meal, it was delicious.",2026-02-25T00:00:00,Gulab Jamun,Dinner
"Fresh and tasty, good job by the kitchen.",2025-01-14T00:00:00,Idli,Breakfast
The food tasted great today.,2024-08-14T00:00:00,Chicken Biryani,Dinner
"Amazing flavors, I loved the taste.",2025-12-27T00:00:00,Idli,Snacks
The food tasted great today.,2025-09-20T00:00:00,Gulab Jamun,Lunch
The flavors were bland and needed more seasoning.,2025-05-20T00:00:00,Paneer Curry,Lunch
"It was fine, could be better.",2025-05-19T00:00:00,Gulab Jamun,Breakfast
"Really enjoyed the meal, it was delicious.",2025-10-15T00:00:00,Chicken Biryani,Breakfast
The meal was light and refreshing.,2024-10-11T00:00:00,Ice Cream,Breakfast
"Really enjoyed the meal, it was delicious.",2025-07-19T00:00:00,Fish Curry,Dinner
The food tasted great today.,2025-08-25T00:00:00,Chicken Biryani,Lunch
"Taste was average, nothing special.",2024-09-22T00:00:00,Curd Rice,Breakfast
"Really enjoyed the meal, it was delicious.",2025-11-25T00:00:00,Veg Biryani,Snacks
"Amazing flavors, I loved the taste.",2025-07-27T00:00:00,Idli,Snacks
"Fresh and tasty, good job by the kitchen.",2025-10-18T00:00:00,Bonda,Breakfast
"Neither good nor bad, just normal.",2025-02-20T00:00:00,Dosa,Snacks
Decent meal overall.,2025-04-22T00:00:00,Roti,Breakfast
Portion size was perfect and taste was nice.,2026-02-16T00:00:00,Vada,Snacks
The food tasted great today.,2024-10-11T00:00:00,Dosa,Lunch
Good quality and well cooked.,2024-01-06T00:00:00,Uggani,Dinner
"It was fine, could be better.",2024-03-24T00:00:00,Ice Cream,Lunch
"Amazing flavors, I loved the taste.",2025-03-09T00:00:00,Idli,Lunch
The food was too spicy.,2024-06-17T00:00:00,Pongal,Lunch
The food tasted great today.,2025-10-03T00:00:00,Samosa,Snacks
"Neither good nor bad, just normal.",2025-03-18T00:00:00,Sambar Rice,Breakfast
The meal was light and refreshing.,2024-09-13T00:00:00,Idli,Snacks
"Neither good nor bad, just normal.",2024-09-01T00:00:00,Veg Biryani,Breakfast
The meal was light and refreshing.,2024-12-07T00:00:00,Samosa,Breakfast
The food tasted great today.,2025-09-06T00:00:00,Fish Curry,Lunch
"Amazing flavors, I loved the taste.",2025-04-02T00:00:00,Bonda,Breakfast
The food tasted great today.,2024-02-04T00:00:00,Sambar Rice,Breakfast
The food was served very late.,2025-12-11T00:00:00,Ice Cream,Snacks
The meal was okay.,2025-03-28T00:00:00,Pongal,Lunch
Portion size was perfect and taste was nice.,2025-10-03T00:00:00,Dosa,Snacks
The meal was okay.,2025-11-24T00:00:00,Uggani,Breakfast
Good quality and well cooked.,2025-01-25T00:00:00,Dosa,Breakfast
Portion size was perfect and taste was nice.,2026-02-09T00:00:00,Ice Cream,Breakfast
The meal was light and refreshing.,2025-09-05T00:00:00,Uggani,Lunch
"Fresh and tasty, good job by the kitchen.",2025-04-20T00:00:00,Idli,Dinner
Good quality and well cooked.,2025-10-28T00:00:00,Uggani,Breakfast
Portion size was perfect and taste was nice.,2024-12-02T00:00:00,Idli,Dinner
The meal was okay.,2024-01-13T00:00:00,Chicken Biryani,Breakfast
Portion size was perfect and taste was nice.,2024-05-09T00:00:00,Pongal,Lunch
Good quality and well cooked.,2025-03-07T00:00:00,Fish Curry,Snacks
"Really enjoyed the meal, it was delicious.",2024-09-05T00:00:00,Vada,Dinner
The food tasted great today.,2024-05-10T00:00:00,Curd Rice,Breakfast
Portion size was perfect and taste was nice.,2025-10-29T00:00:00,Paneer Curry,Dinner
Portion size was perfect and taste was nice.,2025-07-08T00:00:00,Gulab Jamun,Snacks
"Fresh and tasty, good job by the kitchen.",2024-11-12T00:00:00,Curd Rice,Lunch
Good quality and well cooked.,2024-01-09T00:00:00,Samosa,Snacks
The food tasted great today.,2024-08-31T00:00:00,Fish Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2024-12-18T00:00:00,Fish Curry,Breakfast
"Amazing flavors, I loved the taste.",2024-07-25T00:00:00,Chicken Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2025-11-14T00:00:00,Pongal,Snacks
Decent meal overall.,2025-12-10T00:00:00,Vada,Dinner
Portion size was perfect and taste was nice.,2024-11-02T00:00:00,Samosa,Snacks
"Taste was average, nothing special.",2024-04-17T00:00:00,Uggani,Snacks
The texture of the dish was not good.,2024-08-12T00:00:00,Bonda,Breakfast
"Taste was average, nothing special.",2025-04-22T00:00:00,Idli,Lunch
"Neither good nor bad, just normal.",2026-01-22T00:00:00,Chicken Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2025-02-13T00:00:00,Samosa,Dinner
Good quality and well cooked.,2024-01-11T00:00:00,Veg Curry,Breakfast
The meal was okay.,2025-07-22T00:00:00,Pongal,Snacks
Good quality and well cooked.,2025-03-26T00:00:00,Sambar Rice,Lunch
The meal was cold and unpleasant.,2024-01-31T00:00:00,Chicken Biryani,Snacks
Good quality and well cooked.,2024-06-27T00:00:00,Chicken Biryani,Lunch
"Amazing flavors, I loved the taste.",2024-06-27T00:00:00,Veg Biryani,Snacks
"Really enjoyed the meal, it was delicious.",2024-07-19T00:00:00,Samosa,Lunch
The meal was light and refreshing.,2024-09-25T00:00:00,Idli,Lunch
The meal was light and refreshing.,2025-11-24T00:00:00,Sambar Rice,Breakfast
"Amazing flavors, I loved the taste.",2024-04-23T00:00:00,Curd Rice,Dinner
"It was fine, could be better.",2025-04-12T00:00:00,Samosa,Lunch
"It was fine, could be better.",2025-11-07T00:00:00,Veg Biryani,Snacks
"Amazing flavors, I loved the taste.",2024-03-07T00:00:00,Veg Curry,Dinner
"Really enjoyed the meal, it was delicious.",2024-07-13T00:00:00,Sambar Rice,Lunch
"Amazing flavors, I loved the taste.",2025-01-18T00:00:00,Chicken Biryani,Dinner
The quality was inconsistent this week.,2024-09-07T00:00:00,Samosa,Dinner
The meal was light and refreshing.,2025-07-02T00:00:00,Dosa,Lunch
Good quality and well cooked.,2024-09-10T00:00:00,Paneer Curry,Lunch
The meal was light and refreshing.,2024-05-09T00:00:00,Dosa,Snacks
"Really enjoyed the meal, it was delicious.",2026-01-14T00:00:00,Fish Curry,Dinner
Decent meal overall.,2024-03-07T00:00:00,Pongal,Dinner
The meal was light and refreshing.,2025-10-22T00:00:00,Veg Curry,Dinner
"Neither good nor bad, just normal.",2025-06-15T00:00:00,Fish Curry,Snacks
"It was fine, could be better.",2025-12-30T00:00:00,Bonda,Lunch
"Neither good nor bad, just normal.",2025-04-30T00:00:00,Gulab Jamun,Dinner
"Amazing flavors, I loved the taste.",2025-08-20T00:00:00,Roti,Dinner
"Really enjoyed the meal, it was delicious.",2024-07-26T00:00:00,Dosa,Lunch
"Fresh and tasty, good job by the kitchen.",2024-08-11T00:00:00,Bonda,Lunch
"Fresh and tasty, good job by the kitchen.",2025-08-08T00:00:00,Paneer Curry,Dinner
Good quality and well cooked.,2025-07-17T00:00:00,Veg Curry,Snacks
The meal was light and refreshing.,2024-03-27T00:00:00,Pongal,Lunch
Portion size was perfect and taste was nice.,2024-12-26T00:00:00,Paneer Curry,Dinner
"Neither good nor bad, just normal.",2025-06-08T00:00:00,Veg Biryani,Breakfast
"Neither good nor bad, just normal.",2025-04-23T00:00:00,Samosa,Dinner
Good quality and well cooked.,2025-05-24T00:00:00,Uggani,Dinner
"Fresh and tasty, good job by the kitchen.",2024-01-26T00:00:00,Samosa,Snacks
"Really enjoyed the meal, it was delicious.",2024-09-28T00:00:00,Veg Curry,Dinner
The food tasted great today.,2024-10-28T00:00:00,Pongal,Snacks
The meal was light and refreshing.,2024-10-10T00:00:00,Fish Curry,Breakfast
The food tasted great today.,2024-03-14T00:00:00,Veg Biryani,Breakfast
Portion size was perfect and taste was nice.,2024-07-24T00:00:00,Gulab Jamun,Breakfast
"Amazing flavors, I loved the taste.",2024-12-03T00:00:00,Samosa,Lunch
"It was fine, could be better.",2024-07-14T00:00:00,Roti,Snacks
The food tasted great today.,2026-02-27T00:00:00,Curd Rice,Snacks
The meal was light and refreshing.,2024-12-20T00:00:00,Paneer Curry,Snacks
The meal was light and refreshing.,2025-08-16T00:00:00,Ice Cream,Dinner
"Amazing flavors, I loved the taste.",2025-06-08T00:00:00,Idli,Dinner
The flavors were bland and needed more seasoning.,2024-08-20T00:00:00,Curd Rice,Dinner
"Taste was average, nothing special.",2025-06-12T00:00:00,Chicken Biryani,Dinner
"Amazing flavors, I loved the taste.",2025-04-17T00:00:00,Mutton Curry,Dinner
Good quality and well cooked.,2024-07-11T00:00:00,Samosa,Breakfast
"Really enjoyed the meal, it was delicious.",2025-03-25T00:00:00,Uggani,Dinner
Good quality and well cooked.,2024-05-22T00:00:00,Bonda,Breakfast
"Amazing flavors, I loved the taste.",2024-01-10T00:00:00,Curd Rice,Snacks
"It was fine, could be better.",2024-08-18T00:00:00,Vada,Snacks
"Amazing flavors, I loved the taste.",2026-02-09T00:00:00,Uggani,Dinner
Good quality and well cooked.,2025-08-24T00:00:00,Ice Cream,Snacks
"Really enjoyed the meal, it was delicious.",2024-06-06T00:00:00,Idli,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-07-28T00:00:00,Samosa,Dinner
Decent meal overall.,2025-01-30T00:00:00,Ice Cream,Breakfast
The meal was okay.,2024-12-02T00:00:00,Chicken Biryani,Dinner
The food tasted great today.,2024-06-24T00:00:00,Bonda,Snacks
The food tasted great today.,2025-12-06T00:00:00,Sambar Rice,Lunch
"Really enjoyed the meal, it was delicious.",2024-07-22T00:00:00,Vada,Breakfast
"It was fine, could be better.",2024-07-29T00:00:00,Pongal,Dinner
"Amazing flavors, I loved the taste.",2025-06-20T00:00:00,Veg Biryani,Snacks
The meal was okay.,2025-01-12T00:00:00,Pongal,Dinner
"Really enjoyed the meal, it was delicious.",2024-11-30T00:00:00,Fish Curry,Breakfast
"Taste was average, nothing special.",2024-04-23T00:00:00,Uggani,Dinner
"Fresh and tasty, good job by the kitchen.",2026-01-30T00:00:00,Curd Rice,Dinner
The meal was light and refreshing.,2024-07-30T00:00:00,Pongal,Dinner
Good quality and well cooked.,2025-03-18T00:00:00,Curd Rice,Lunch
Portion size was perfect and taste was nice.,2025-08-11T00:00:00,Vada,Lunch
Portion size was perfect and taste was nice.,2026-01-03T00:00:00,Paneer Curry,Lunch
"Really enjoyed the meal, it was delicious.",2024-01-08T00:00:00,Bonda,Snacks
The food tasted great today.,2025-02-12T00:00:00,Curd Rice,Dinner
Portion size was perfect and taste was nice.,2025-05-17T00:00:00,Veg Biryani,Snacks
Portion size was perfect and taste was nice.,2024-02-10T00:00:00,Bonda,Dinner
"Amazing flavors, I loved the taste.",2025-04-12T00:00:00,Pongal,Snacks
"Fresh and tasty, good job by the kitchen.",2025-09-19T00:00:00,Gulab Jamun,Snacks
"Taste was average, nothing special.",2024-07-02T00:00:00,Veg Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2025-11-05T00:00:00,Uggani,Dinner
"Neither good nor bad, just normal.",2025-12-16T00:00:00,Veg Curry,Breakfast
"Taste was average, nothing special.",2024-10-07T00:00:00,Dosa,Lunch
The meal was okay.,2025-12-15T00:00:00,Mutton Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2026-02-19T00:00:00,Chicken Biryani,Dinner
Good quality and well cooked.,2024-03-19T00:00:00,Mutton Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-04-06T00:00:00,Sambar Rice,Snacks
"Really enjoyed the meal, it was delicious.",2025-06-02T00:00:00,Veg Curry,Snacks
The food tasted great today.,2024-03-15T00:00:00,Dosa,Dinner
"It was fine, could be better.",2026-02-02T00:00:00,Bonda,Dinner
"Neither good nor bad, just normal.",2024-02-08T00:00:00,Ice Cream,Lunch
The food tasted great today.,2025-12-27T00:00:00,Idli,Snacks
"Neither good nor bad, just normal.",2025-05-11T00:00:00,Curd Rice,Snacks
The food tasted great today.,2025-07-15T00:00:00,Bonda,Breakfast
The meal was too salty.,2025-04-27T00:00:00,Veg Biryani,Dinner
"Really enjoyed the meal, it was delicious.",2024-01-19T00:00:00,Roti,Lunch
Good quality and well cooked.,2024-05-07T00:00:00,Sambar Rice,Lunch
"Taste was average, nothing special.",2024-03-20T00:00:00,Mutton Curry,Dinner
"Really enjoyed the meal, it was delicious.",2025-03-27T00:00:00,Idli,Snacks
"Really enjoyed the meal, it was delicious.",2026-01-01T00:00:00,Gulab Jamun,Lunch
"Fresh and tasty, good job by the kitchen.",2025-12-14T00:00:00,Dosa,Lunch
"Fresh and tasty, good job by the kitchen.",2025-12-07T00:00:00,Dosa,Breakfast
The food tasted great today.,2025-09-04T00:00:00,Paneer Curry,Dinner
"Neither good nor bad, just normal.",2026-02-24T00:00:00,Idli,Breakfast
Good quality and well cooked.,2024-09-01T00:00:00,Chicken Biryani,Lunch
The meal was okay.,2025-03-07T00:00:00,Chicken Biryani,Breakfast
Good quality and well cooked.,2024-07-15T00:00:00,Idli,Breakfast
The food tasted great today.,2025-11-11T00:00:00,Pongal,Lunch
The meal was okay.,2025-03-01T00:00:00,Veg Curry,Lunch
The meal was light and refreshing.,2024-11-30T00:00:00,Fish Curry,Breakfast
Portion size was perfect and taste was nice.,2024-07-31T00:00:00,Samosa,Lunch
"Fresh and tasty, good job by the kitchen.",2024-05-03T00:00:00,Mutton Curry,Dinner
The food tasted great today.,2024-12-31T00:00:00,Veg Biryani,Lunch
The food tasted great today.,2025-02-15T00:00:00,Samosa,Lunch
"Fresh and tasty, good job by the kitchen.",2024-08-05T00:00:00,Samosa,Breakfast
The food tasted great today.,2025-11-04T00:00:00,Bonda,Lunch
The food tasted great today.,2024-03-09T00:00:00,Roti,Snacks
"It was fine, could be better.",2026-02-24T00:00:00,Chicken Biryani,Dinner
"Amazing flavors, I loved the taste.",2025-07-03T00:00:00,Vada,Breakfast
The meal was okay.,2025-09-06T00:00:00,Veg Curry,Snacks
"Amazing flavors, I loved the taste.",2025-12-11T00:00:00,Samosa,Dinner
"Taste was average, nothing special.",2025-10-12T00:00:00,Curd Rice,Snacks
The meal was okay.,2024-12-09T00:00:00,Samosa,Dinner
"Fresh and tasty, good job by the kitchen.",2025-06-07T00:00:00,Idli,Dinner
"Really enjoyed the meal, it was delicious.",2024-01-22T00:00:00,Veg Biryani,Breakfast
"Really enjoyed the meal, it was delicious.",2026-01-25T00:00:00,Sambar Rice,Snacks
Portion size was perfect and taste was nice.,2024-03-22T00:00:00,Uggani,Lunch
Good quality and well cooked.,2025-05-25T00:00:00,Dosa,Lunch
"Really enjoyed the meal, it was delicious.",2025-01-19T00:00:00,Paneer Curry,Lunch
"Really enjoyed the meal, it was delicious.",2026-01-12T00:00:00,Chicken Biryani,Breakfast
"Really enjoyed the meal, it was delicious.",2024-10-11T00:00:00,Bonda,Snacks
Portion size was perfect and taste was nice.,2025-02-28T00:00:00,Samosa,Breakfast
"Really enjoyed the meal, it was delicious.",2026-01-20T00:00:00,Paneer Curry,Breakfast
"Taste was average, nothing special.",2024-07-29T00:00:00,Samosa,Snacks
"Amazing flavors, I loved the taste.",2024-09-11T00:00:00,Mutton Curry,Breakfast
Portion size was perfect and taste was nice.,2024-11-25T00:00:00,Veg Biryani,Dinner
"Amazing flavors, I loved the taste.",2024-01-07T00:00:00,Veg Curry,Dinner
The food was too hot and overcooked.,2024-07-16T00:00:00,Pongal,Dinner
"Really enjoyed the meal, it was delicious.",2024-05-08T00:00:00,Dosa,Lunch
Portion size was perfect and taste was nice.,2025-07-16T00:00:00,Pongal,Lunch
Portion size was perfect and taste was nice.,2024-03-21T00:00:00,Chicken Biryani,Lunch
Good quality and well cooked.,2024-06-17T00:00:00,Uggani,Dinner
"Fresh and tasty, good job by the kitchen.",2024-06-29T00:00:00,Chicken Biryani,Lunch
Good quality and well cooked.,2025-08-13T00:00:00,Veg Biryani,Snacks
Good quality and well cooked.,2025-05-07T00:00:00,Bonda,Lunch
